ConsentId,ImpressionId,ConsentTimestamp,TDID,Country,TCFVersion,CMPId,CMPVersion,ConsentScreen,ConsentLanguage,VendorListVersion,HasConsent,PurposesConsented,LegitimateInterests,VendorConsents,PublisherRestrictions,ConsentString
45694b5b-6729-42fc-a26b-ae005d2da120,168042c5-3037-43fb-9bc6-c0b969748dcf,2024-11-22T12:02:40,TDID_011C8E1E635D4676,UK,2.2,250,8,1,en,149,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPvlqUZFJBmRmbHq4uoOwoBxyM5exZJavSWv6FAoqdVjRjeIe5bN1wxcHZbShhjcH5UKZzKkKDfwrEAgQO
58e61d10-dbef-45dc-8aa1-45e81b31bf45,65325568-f46e-4aa6-86fd-65d9a9a1d6a8,2024-12-15T05:55:06,TDID_C479DECFFAF74629,DE,2.2,86,3,3,de,113,False,"[10, 4, 9]",[],[],[],CPtuWBqQOA8zjVneiGuPJpiTDsml7KYV7okWFgghIlDPE3otD1h6jPR2LbmJsJ2Fz6uwFEAMVbkkkgcTuB
fe1e281b-de0b-4f77-bc39-c27654035dd4,18b38591-bd05-42a7-a17d-5cec15e302e7,2024-12-09T18:42:39,TDID_2FFF8BC31CD240E3,FR,2.2,392,7,2,fr,115,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPnql8UHhav9Gvd18KGACqIS0RYKG7UoAYcfv4iuzApAtdN1yPfl6k2alNVDQJyug4TX00ScIZQgto7qo4
160c3e72-1f19-4fad-afaa-9d8a1717697e,bb0f3897-b2f9-4ff7-bd21-697877470d1e,2024-12-11T21:08:11,TDID_96D6505140B240E4,FR,2.2,276,10,3,fr,135,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CP6PInLaRsac3frcvL4n6f3VJH0aAv2uq082sNvOEHRy9YV5D1y38wNT3bgLO503MOYt7BRKnKGQRKVisY
5b85032b-0a14-48e7-93a7-74e4628b8809,439fbdc7-7f1a-4344-896d-b06375a5c24a,2024-12-05T03:39:46,TDID_D12DF0AA984B4721,UK,2.2,476,2,2,en,121,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPDHCIXyn2gphACnQVS3GRSKVLP59sPTHLzusEarJ2hiidZsEr2v2ETVVTucCxY6OjWdEc6Vyn3iSsKIzh
70188017-1024-43b3-8432-d365dec63b68,14d25677-5534-4610-b24f-6a13e0ec7172,2024-12-12T08:59:25,TDID_669C9ACD7A354D56,DE,2.2,99,2,2,de,130,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPZNx7gefgalQ3ipQ2bUSyKoLrm8bTj0GDZzAtoJfId8EKW3T2xBzNjZ2I1skV4ghMmDTZg7upxpGofAvi
b0a92544-fcf6-46d2-8ad0-1eb538286f6e,3f28d04c-5926-4f1f-89be-22409cbe1db2,2024-12-06T18:18:32,TDID_D6830BCFDE544DDE,UK,2.2,180,3,3,en,147,False,"[4, 9]",[],[],[],CPs8QVeOwla9Jezvob150d5NcBNeYJSBZ5IBOHjALKqhpaHyBFmbVmGNfvTxWU1lTUNSxlWfQvG4i3Xr5V
109a967c-ea8d-46c2-9289-be7d17cceb8a,f9228a8b-324b-432d-b32a-f7520bc8e4b6,2024-11-21T17:44:26,TDID_F99A511D6C8E4124,UK,2.2,108,5,3,en,132,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPC6Wbj1WFoFfdzLU0RT0aR04nwX4PVuvoAAhN571ixDJVE7oIqZd4z1PeFi9onbc0DIkWOpYHTD0VJ5b9
8849bf41-a6ff-444a-b0e3-2791f28540e5,c8168ed4-10ae-47ff-a1e9-519c99dbb1ea,2024-11-28T00:19:03,TDID_681A2DDED2454E62,FR,2.2,194,10,1,fr,124,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPwJSMzh0Lc1aIj6zpifdGrQqkzERG9WRANuQHszxMt6f57IDEq3fcMUNLcL4ucnQzZUYzhihjaDRgaRFS
491c72a3-cd20-4cce-a46c-aff664298789,6c8502d7-d465-42d4-9ac0-d315fd048010,2024-11-17T12:58:23,TDID_6FC95D5E87CC4227,DE,2.2,468,6,2,de,106,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CP1YjXraLC9a7FKROPPpqw0nFKPfV0dCIVVm79le9v9hzaWOJvGlCAvpHuN7lk2nTD6JjY1yIDn8B7rzvg
59befa0c-ac89-4686-8c46-ee884aa23aa7,5a992cb3-2810-4043-a7c2-710d3ecd3ad6,2024-11-18T03:32:16,TDID_C4D87B23138047D4,DE,2.2,393,2,1,de,129,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPH7lhZPEIcSep1vJioSDmvB6hlBLIcb8pkPFmyJ0Bk38tHcrThcNbr5Wc8U0hovZm0GVDiMr4swz3W1ED
fa9174d5-a39b-4935-95d3-832c4b6f1702,5e2f9d60-a35c-4d99-831d-c96a3567bc0d,2024-12-06T17:43:26,TDID_526474D82F164620,DE,2.2,357,3,3,de,110,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPMmCbzMxLDLJjgaEdCFHviiVb7Qsg0qvdcpW9WSfeX4YBeSqfOEGwMKPPJqWUMEfsnbKOb0ys1Jr28fkv
8d4c1dda-adde-4c1e-9f80-c04601721605,c78aa781-616a-4859-9113-e772f94470f9,2024-12-10T13:13:11,TDID_CECBCE0C93D94D4C,UK,2.2,272,3,3,en,141,False,"[3, 2, 9]",[],[],[],CPkJYUoc1g8xZjM1KpNEy9p2B2JtUYeJZpYd5Bki1emQAC8KUwbxKSxhpsCXAkDWXsMYzvH60Vf7nVDfnS
01bbb664-58e7-42f7-a819-7584dfb1bb5a,8869ad28-a8b6-4c2c-87f9-14d08a2314c0,2024-12-03T04:57:08,TDID_D2413975677745A5,DE,2.2,201,7,1,de,122,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPFYBWaQST8Wf6J0sN7XjoNP6MudPRgezxXGATW33KTmFRvwvXwlslYS7bni2b22Zhc36Rv4c6k5uQIGPa
7631b6bf-37c2-4b58-a7e6-ca0431927e64,5b91c3c1-83c0-4d3e-9d97-d4a6028f8777,2024-12-07T01:32:24,TDID_09E661706F0441CF,UK,2.2,239,8,2,en,104,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CP5EadShzSD7EM8X2QcySPBvZrU4HZxQsMe73A1MIRYOgdNimWELp4IAhKwXFagfsNyK5FhVWD7dkiQanr
f58a9d30-bf48-43e0-87a2-767a39063524,249b5746-b39e-4ab6-ad44-44c419117002,2024-11-19T16:34:01,TDID_3F813DB4316D48E8,FR,2.2,454,7,1,fr,147,False,"[1, 10, 2]",[],[],[],CPoS9eMQuGSfS9S7ttNQt0XQdSqsmQ4zpXwjbEpIs1eNqDTrSZZq2HwsDb7sHuNeoAOmfLWOLJ4AOekR7f
c003885f-3f0d-4f14-907b-b865462c0b46,e1ee4b05-57d7-42b5-bd17-81d187b6825d,2024-11-20T12:25:33,TDID_4F7ECCB87AFE4CD3,FR,2.2,360,3,3,fr,130,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPSyUzCoSIHDw4PL2RrpxfeF6s8HelV5LK30hhwBQ2GnqmVFvqPX81gc2yntGtmHRNc5fjcbFhj3gKH5bF
69fc0ee6-91e8-4ea6-b1b3-c4da4f4c7927,83637269-d000-46ea-86cc-bbae61cf6fe3,2024-12-14T13:45:21,TDID_5734C43B667943CD,FR,2.2,473,1,1,fr,136,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPvV0JirmN1dCJDF2E3z2iZQg2SBNnWh90iDP2S18Ouza7a7yzmb2a6EASqExV0FKTy7I27d6FxhdvdhMQ
b8639fdf-44e4-4a18-b79a-6008a99ed32d,582d6638-b04e-416d-9f76-173b197a8e31,2024-12-07T19:47:30,TDID_775CE9F7AE3A4C63,DE,2.2,152,9,3,de,146,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPnqx2HlCVckuHP2ANxoygxbR9lxyH0Buhiad3UwgD8EaAV97krz37nZ9omJ2jLqimmXOXAzv4QSUumqjQ
23302683-84aa-4bf3-beec-5241c9a241e4,91a0e80d-70eb-49be-9f6a-606fbfcc8f84,2024-12-04T20:47:46,TDID_37D57CFD6E5A41F9,DE,2.2,119,3,2,de,146,False,[9],[],[],[],CPQemZYKNHMJBi5T3MhtKWH9108pSLFTg2l6Gl6vfu6riiqIBlUh2A9Jj4P35c0Dim0IR2OgFfBkUK2bdk
72d5efea-207b-4f20-802f-6ec90ea39344,4b1a8480-f9be-440d-97ce-6499caf980da,2024-12-13T21:41:48,TDID_3E381E0AF68149B9,DE,2.2,391,1,2,de,137,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CP8PbFRrjxen4oaTdByIq7L5ffTWgoLmZQQPpaiSsz1ZRe5bNF1E6mgQAKVzQXZhygcBfdi7CDV2gKg7by
cd916af1-8f9f-419d-82f9-4b60acfe2913,5d480a05-d319-43bd-8111-4fb86875cde8,2024-11-18T21:09:22,TDID_73963D72D8F84946,UK,2.2,416,4,2,en,108,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPrXXImCu9j4hRqR7Ux2CDLHuouXTTPm5j5OvsofcO2uBvR1nR9uLYtDb2ljcsDDmWBiPss5yhpSjDnXvl
587a2b5e-9bfe-4be8-94d5-7739521d274e,d8067f78-fdf5-4c6e-b7ea-e6d3aec9504c,2024-12-03T20:14:23,TDID_E14674BD87E34072,UK,2.2,200,4,2,en,123,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPej6nrMeETHHGxiNx7K6PpnBvBsjy2cWXOloE44Dxz34RUSyIMq6P4iaZ7jD9JyXl8ZaKkhLh2Ni3DKdA
e81cc7f0-5c43-4795-b043-0f28295b5c4e,7ad26cf7-9040-4402-95e5-a50e093656f2,2024-12-05T07:40:24,TDID_4AFF8E335C3A41B1,UK,2.2,354,10,2,en,132,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPkhHFgQHY0hvRyGLotjDWgr6kKOq8xMndEbYnnsvSntjq55aWhFu5EQSY8zQdC0xnQO7a4j4Ja51A9aYU
d0c1fe7e-a99a-4dba-8600-b68df896498f,4a59d7a5-530c-4b90-85e5-a09afc02fc16,2024-11-27T20:50:19,TDID_E3E4378F2F5F40E2,DE,2.2,2,4,3,de,149,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPNnufqr6AYzCslV2JB5NDek5aiRDWGegQIQw55kdd4C3jVo3rdqTDluhnk6nleaXMpIyDC8tqE4ep4qE3
4a7db54b-915a-4eee-8fb0-76670fc4ccbd,de16e716-f7f1-42a8-9e27-234856783aec,2024-11-26T20:01:43,TDID_4A1A1211102746C3,FR,2.2,278,3,2,fr,122,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CP9bHnTmYuV5Wsttqm5hebiEZJEBsCIJmRuEZ8XJ6daHpa3eIOYQBrHa1DqkzyKSnHI5HGincd1CBL2JhQ
17fa7a2e-bf75-4843-975b-5c8e4859ec3d,f0281c47-dbab-4d55-b58f-35e4599b4b66,2024-11-25T11:40:57,TDID_FEED50BD2C3C4C12,FR,2.2,40,10,1,fr,144,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPVTx31p83ZgodDDo3bRegpR5v1OOGgEm46Sz2In9bPRzo0BgRLUS3Geqs30Rss50GeNyO92x4nIZteY9v
f7185ce0-7f30-4497-85c3-86d5f7aad986,d2f74c81-29b1-45e8-8e86-0e1584297b76,2024-11-26T15:10:35,TDID_8BE4C03C16844B1B,UK,2.2,476,8,3,en,138,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPBxfsHdoYbitrB6ZCDKnKMeo7tHjfUaZaSqrq6JIfLCHyByem2KLrthRUe8Kdma5zTvB0a5ZT98jtdRQh
a1748763-3a51-47a6-82f3-7b855d93abf5,a5bd9353-7216-4b99-ae4d-cc2eff64f1cc,2024-11-24T14:45:16,TDID_7A7F2853A41F45EF,UK,2.2,274,6,1,en,122,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPq4q36C3iF7gSJLp0w5J2tVAFWe2LrugM7nMONGHPrTUemLHRryerUQS6XPC8mXT3RnZ64TSONSHTQ2sR
53e26cf9-ea3c-4848-a439-6a40e6ed953f,33b54909-ae9f-4b97-8467-fc0fc4fb49f9,2024-12-04T09:13:50,TDID_E2D57589C7694065,FR,2.2,133,7,1,fr,103,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CP1C2TKGtWSUn9M9pgrW8ftxJOvsmbCa1zBNyplyi1TKxyqDVPfIxtly93T7RcSuI3ByO6rsPU30pusnOY
663f15bd-9a38-45b7-9120-0eae81bc4a5b,1958f44c-2982-40bc-bf5a-25e5c15ca6b3,2024-11-18T09:49:41,TDID_66C47039AFD4495D,FR,2.2,227,5,2,fr,102,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPmhumiH2684n4FN7D8TmtfXJsKFhNeK1L8hQKElLpaeISFgTWBeM7QdGlQl4CkEuBwLsdNFbDcQjfBfcE
632279ab-e714-4c75-a2b3-f997eefcccf5,47a4f028-45ae-4a29-ad4d-99e70d0e0001,2024-12-05T07:04:56,TDID_4160B70202EC4E35,DE,2.2,346,5,2,de,135,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPR6axslhSnaMgmhRhoP1VXs7fCuLqnonNcV0oWKKpSQVbE72A11mDYS4gfx0kH52QK3cScCNO0L0min5x
6cb3d41f-a74c-4098-bcaa-9c997578ab74,727e3cfe-5620-48c0-8e89-cf87725a43b0,2024-12-14T15:04:46,TDID_4D3D42EC278640E0,FR,2.2,75,6,1,fr,103,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPpOy2JdEfBXwFrlTZODIpSkGLxMBp8WSqWjD75SLqVP96xtpRqw37KBuHQiDo1YripqWKO3bQ7wTkOiea
4d086c47-b674-41f0-b23c-2ff6c9952a75,1cf67218-149c-4196-bb94-d33ab789c667,2024-12-14T12:34:29,TDID_AAFB9321981C4F9D,DE,2.2,249,10,3,de,136,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPYjnEMrOwVgO9mq21sULnAqr6FUN2IcPoyRU1ouo9JuCxmmmLXDZMBgulRUGIVRt1uf03G7gtfNZNjTxl
b1669cb7-989b-4b81-b17f-709ad869a81d,4d6b4c0c-05ec-4f6f-831a-73a132fab630,2024-12-07T12:15:34,TDID_4DBE3A0DE3404427,UK,2.2,245,2,3,en,141,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPPTfxXRufEbhFnScUZphiTANUVsICCnPEci3FxC565h9pSkC5AbrFNjw4zt32QWd138wdDck5RjtDxvTg
80f70261-90a0-4be9-a5eb-f565aaa80c89,5dea166d-a86f-475a-ab95-5d0c5b81f6d3,2024-12-12T18:20:58,TDID_5AEABB65BAB141AB,UK,2.2,470,10,2,en,126,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPrA7BMr07BpUV6Nsws4dxVEOkjJBkDPDxwZz6sPutsKXHz3JnorDKRBImjpIRytRwlkpZYr8m23NUPn7p
d7c9d024-0d8d-4d61-be9f-fc2586589a30,23edaa49-3de5-475f-881b-e0c2a90e5acb,2024-11-16T09:51:36,TDID_10ECD77DF0E94CE8,UK,2.2,179,8,1,en,128,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPI5p83AO4PrQz7sVW1MKCR58isZ3n8d3wr7dasNOEJcwUXZxbnWEVRgA2BgQXfRuQCIMWGLiqCIGsFFdp
1403057d-32a2-4b38-9daa-0b8691277728,6cda5217-428b-46c9-bbc5-99a50961e749,2024-12-14T19:47:36,TDID_8B26CA47D46D4715,UK,2.2,360,6,2,en,112,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPS8pzqLNJOHOvFn47viFHxrclDd28iHd86roTH4VGvF0KcGjpkT2UwdC1KRkmcqZtXBm2iv6sAZWKzEU8
de1229c6-d5ac-4aad-9e58-9415b790727c,2943f30d-e48f-46e1-a56a-4c885e1aaf9c,2024-12-10T03:28:50,TDID_CC3AEFC5BE594F6F,UK,2.2,321,8,2,en,104,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPBdgIpDZX41o90oPm6qIUiAg2DYJ0fMXQj1EUiLz620v7ARi4IhwPIKUENYbK8fM73nQEPWIOxFfvJrEL
ba9d1d60-3e24-4a63-b255-aaba9bacd431,2db65e5b-699b-479f-aa19-4fc35468100c,2024-11-28T13:21:00,TDID_157B20C782054325,FR,2.2,57,9,1,fr,144,False,"[9, 2]",[],[],[],CPf6iS45gwEl3U0uKLa8MeXtedPaNsRHIvr6ibwmdp0W4iqNbi2hv3c3aATxyaWLz9YCutbqRV5a4fqgFn
05589d0f-2665-41d8-bfe5-807ab9607b0a,95599e34-4b3f-434e-89ef-fc3ee3077b64,2024-12-04T12:40:31,TDID_D2C673D61477418B,UK,2.2,225,1,3,en,141,True,"[1, 2, 3, 4, 7, 9, 10]","[2, 7, 8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]...",[],CPJi3owKdEFBfJPsFOB0BhPaQ9n4VaUammFS9E4PgM8VUMySlknWyutd22IYAJI4q2saFEPPauLzkwvTlI
