ViewabilityId,ImpressionId,MeasurementTimestamp,ViewabilityVendor,TDID,PartnerId,AdvertiserId,CampaignId,AdGroupId,CreativeId,InView,ViewableTime,ViewablePercent,MeasurementType,ViewabilityStandard,PlayerSize,InViewAtStart,InViewAtComplete,AudibleAtStart,AudibleAtComplete,BotTraffic,GIVT,SIVT
f0d82b12-c899-4c40-b2f6-9e336d3d32b8,f5c263a1-8542-4530-9bb8-51b86f7ee566,2024-11-16T09:22:13,IAS,TDID_DF37B3E09FDC48B5,partner_4694,adv_finance_brand_001,cmp_bank_savings,ag_bank_savings_retargeting_native,cr_ag_bank_savings_retargeting_native_3,False,0,28,Display,MRC,1200x627,False,False,False,False,False,False,False
c02b3765-3b9e-452b-9228-ab96806622ee,f2524e32-5791-4c99-abe5-85c17a877e0f,2024-12-05T14:39:48,IAS,TDID_CB5E837AD7444AFB,partner_3589,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_retargeting_native,cr_ag_electra_test_retargeting_native_1,True,18,99,Display,GroupM,1200x627,False,False,False,False,False,False,False
ee147905-5d51-4d41-8559-dde84c433249,12af5e80-e411-4990-a91c-9652e0a8c1fc,2024-12-13T22:30:38,Moat,TDID_E71DB51B1AAE4FAE,partner_8824,adv_cpg_brand_001,cmp_fresh_holiday,ag_fresh_holida_retargeting_native,cr_ag_fresh_holida_retargeting_native_2,False,0,27,Display,MRC,1200x627,False,False,False,False,False,False,False
60043221-ac81-49a7-80ef-df0c6e9c3f7b,81b9458e-43aa-48e7-8521-5db6c3a51f2a,2024-12-08T13:58:27,ComScore,TDID_A4E8B21C8BC84872,partner_6353,adv_auto_brand_001,cmp_auto_yearend_sale,ag_auto_yearend_performance_video,cr_ag_auto_yearend_performance_video_2,False,0,35,Video,GroupM,640x360,False,False,False,True,False,False,False
55111835-4c48-4302-a664-ad7fe6f83a76,acd05750-6a3b-418f-ba25-8c69956d8754,2024-12-08T21:29:34,IAS,TDID_7E3FC6B584AF4699,partner_9038,adv_finance_brand_001,cmp_bank_savings,ag_bank_savings_prospecting_video,cr_ag_bank_savings_prospecting_video_1,False,0,37,Video,MRC,640x360,False,False,False,True,False,False,False
45980eb4-a3fe-48fc-832b-6da917dcb046,05a552d4-a635-4a0a-a1b6-e8d719f758cd,2024-12-03T08:17:29,DoubleVerify,TDID_8B5635A65EB3422E,partner_5258,adv_finance_brand_003,cmp_credit_rewards,ag_credit_rewar_awareness_video,cr_ag_credit_rewar_awareness_video_3,False,0,46,Video,MRC,1280x720,False,False,False,True,False,False,False
4405566f-e9df-4d7d-9b0b-1289481c27c4,c0aa9ce5-a808-4a22-acbe-d1580060c97c,2024-11-24T00:31:19,DoubleVerify,TDID_97068B29F59E4ACC,partner_6672,adv_ent_brand_002,cmp_game_launch,ag_game_launch_awareness_video,cr_ag_game_launch_awareness_video_3,True,25,77,Video,GroupM,640x360,True,True,True,True,False,False,False
b0efabb2-76c4-4814-a603-145a1541e758,b06587c2-8389-47cb-bd24-6677274e452f,2024-12-07T19:24:49,IAS,TDID_975FA0DF4EB640D3,partner_6438,adv_tech_brand_001,cmp_tech_holiday_bundle,ag_tech_holiday_prospecting_display,cr_ag_tech_holiday_prospecting_display_3,True,9,90,Display,MRC,320x50,False,False,False,False,False,False,False
8e908811-8e9e-486a-9a38-d6fcbaf7cf06,ea500a79-0e75-4092-a0ed-c5530c5ce9d0,2024-11-20T08:10:17,IAS,TDID_8FB30D1798804AAB,partner_2829,adv_retail_brand_001,cmp_holiday_promo_2024,ag_holiday_prom_awareness_ctv,cr_ag_holiday_prom_awareness_ctv_1,True,27,53,Video,MRC,1920x1080,True,False,False,True,False,False,False
4e516c20-1ecf-46ff-af7e-c8f0a5f33509,61df03ed-9383-4d43-9c6a-1a82f93d7629,2024-12-04T00:38:44,DoubleVerify,TDID_317214EA9BF64908,partner_6647,adv_cpg_brand_002,cmp_clean_newyear,ag_clean_newyea_prospecting_native,cr_ag_clean_newyea_prospecting_native_2,True,10,71,Display,MRC,600x600,False,False,False,False,False,False,False
834cbc50-6c33-4817-9de2-2326a97284e6,ee3bdcfe-57f8-4ef4-8775-c1c8726ac7eb,2024-12-05T02:41:24,Moat,TDID_4C3BB8DF986643AE,partner_2777,adv_ent_brand_002,cmp_game_launch,ag_game_launch_prospecting_video,cr_ag_game_launch_prospecting_video_1,False,0,11,Video,GroupM,1920x1080,False,False,True,False,False,False,False
c70f8c5d-11d6-4168-ae2e-b643a064c51e,b02b11c5-b34a-40e5-bf9e-742d4cd9843b,2024-12-05T15:25:31,DoubleVerify,TDID_45F1E175A2D742A1,partner_1099,adv_retail_brand_002,cmp_shopsmart_blackfriday,ag_shopsmart_bl_performance_video,cr_ag_shopsmart_bl_performance_video_3,True,2,62,Video,GroupM,640x360,True,True,True,True,False,False,False
85a6016b-7898-4dee-815d-d964f127dc02,c81781ba-49d2-418a-8985-760ab115da1e,2024-11-17T19:16:18,ComScore,TDID_2A46BD2D82AC4D71,partner_9206,adv_retail_brand_002,cmp_shopsmart_blackfriday,ag_shopsmart_bl_retargeting_native,cr_ag_shopsmart_bl_retargeting_native_3,False,0,8,Display,GroupM,600x600,False,False,False,False,False,False,False
c989e047-6982-42b2-bd95-163e0c552849,cc24ee1d-b527-4542-9e35-d5322ab7e8c3,2024-11-28T03:28:53,IAS,TDID_FE12A0708E65418B,partner_5216,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_awareness_video,cr_ag_flight_holid_awareness_video_3,True,8,52,Video,GroupM,1920x1080,True,True,False,False,False,True,False
0a01707b-524a-4782-af4f-93dca3b6ce65,05d50421-6c0d-4450-9379-39ea34f49259,2024-12-06T10:24:50,IAS,TDID_BEB22EE8D01C4565,partner_5716,adv_retail_brand_002,cmp_shopsmart_blackfriday,ag_shopsmart_bl_retargeting_native,cr_ag_shopsmart_bl_retargeting_native_1,True,8,50,Display,MRC,1200x628,False,False,False,False,False,False,False
18900421-62c2-4b09-9fb9-b319937db1e9,6a120048-7b64-49dd-b8fc-77e5cb345604,2024-11-20T13:04:41,IAS,TDID_46EDB759F6EC4E51,partner_2250,adv_cpg_brand_002,cmp_clean_newyear,ag_clean_newyea_performance_video,cr_ag_clean_newyea_performance_video_2,True,3,69,Video,MRC,1920x1080,True,False,True,False,False,False,False
9e108b91-7f7b-41be-afb8-5a07662c7680,6b96e37c-9601-4db0-bdcd-c60003625eb5,2024-11-23T03:03:49,ComScore,TDID_AAE7AD5C66AB4F6D,partner_6023,adv_retail_brand_001,cmp_holiday_promo_2024,ag_holiday_prom_prospecting_display,cr_ag_holiday_prom_prospecting_display_1,True,4,55,Display,GroupM,300x600,False,False,False,False,False,False,False
353d4308-84a0-4457-828a-5964a06848eb,b1d5d018-cf3e-4f24-949c-9cb140ca960f,2024-12-15T15:01:12,Moat,TDID_8A797C6794A443CA,partner_8602,adv_travel_brand_001,cmp_travel_newyear,ag_travel_newye_awareness_ctv,cr_ag_travel_newye_awareness_ctv_1,False,0,7,Video,MRC,1920x1080,False,False,True,True,False,False,False
16581dc2-b960-43d4-b252-3b53d272ed58,693df844-37cd-4b5a-8947-b5d162f22f72,2024-11-19T16:55:50,Moat,TDID_DC831AFDF3AB4CC5,partner_5687,adv_health_brand_001,cmp_health_enrollment,ag_health_enrol_prospecting_video,cr_ag_health_enrol_prospecting_video_3,True,13,78,Video,MRC,1920x1080,True,True,True,True,False,False,False
9c22bb16-1f12-4f32-8548-dc65f83d71dd,63972b64-ce54-4386-a2fa-bc3c8388a2fa,2024-12-12T13:04:51,Moat,TDID_017DAAD395FC450A,partner_7318,adv_cpg_brand_001,cmp_fresh_holiday,ag_fresh_holida_retargeting_native,cr_ag_fresh_holida_retargeting_native_2,True,15,68,Display,MRC,1200x627,False,False,False,False,False,False,False
d39771d3-2a88-4833-a00d-9e156a9ac7d2,a9937383-0203-43e9-a7bb-42291e6c2b4f,2024-11-28T14:22:46,DoubleVerify,TDID_2862EB17137648D0,partner_4247,adv_tech_brand_003,cmp_app_install,ag_app_install_retargeting_display,cr_ag_app_install_retargeting_display_2,True,11,97,Display,MRC,970x250,False,False,False,False,False,False,False
dd60cc4c-f67a-4ca6-9a2f-c4d0d27604ef,e6255cbd-72c6-4c94-a30d-376fca66ec29,2024-12-15T00:00:11,DoubleVerify,TDID_91F9C642DA61482F,partner_4872,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_retargeting_display,cr_ag_flight_holid_retargeting_display_2,False,0,33,Display,GroupM,970x250,False,False,False,False,False,False,False
6520e5f2-7cc9-4c0f-a55b-08876926239e,e9e0882d-54a3-4668-9652-0154e35a5654,2024-11-17T04:17:39,ComScore,TDID_A96B5F541C9C4DC1,partner_5668,adv_finance_brand_001,cmp_bank_savings,ag_bank_savings_awareness_ctv,cr_ag_bank_savings_awareness_ctv_1,True,21,70,Video,MRC,1920x1080,True,False,True,False,False,False,False
d13ac42e-9113-4fd6-9366-b10d8bffafbc,439d923f-6d20-4041-ba5a-75b007108b77,2024-11-17T19:25:47,DoubleVerify,TDID_71FD7C525CF74EC2,partner_1113,adv_finance_brand_001,cmp_bank_savings,ag_bank_savings_performance_video,cr_ag_bank_savings_performance_video_2,False,0,1,Video,MRC,1920x1080,False,False,True,True,False,False,False
c70903d8-6394-4b8f-b069-bcdc540ce16b,c5c4e37c-adc1-4f23-ad54-ce24fd9a8889,2024-11-21T16:26:38,IAS,TDID_672BCAC18D7A467A,partner_6743,adv_finance_brand_003,cmp_credit_rewards,ag_credit_rewar_awareness_video,cr_ag_credit_rewar_awareness_video_2,True,23,64,Video,MRC,640x360,True,False,True,True,False,False,False
361f567c-d1c1-4e0c-b065-60fa30b6138c,66a23459-c478-4f91-90bb-435746823d66,2024-11-18T20:56:36,IAS,TDID_AB99FCC3A0A94006,partner_3299,adv_finance_brand_001,cmp_bank_savings,ag_bank_savings_retargeting_native,cr_ag_bank_savings_retargeting_native_3,False,0,18,Display,MRC,1200x627,False,False,False,False,False,False,False
f7e15a19-d29d-4f82-bd10-e92e0fc1d9dd,80a14a88-0a98-4b64-8d79-b2b637a68061,2024-12-15T05:53:16,DoubleVerify,TDID_5DAC19DBDB9B4839,partner_8081,adv_health_brand_001,cmp_health_enrollment,ag_health_enrol_prospecting_video,cr_ag_health_enrol_prospecting_video_2,True,23,62,Video,MRC,640x360,True,False,False,True,False,False,False
211a3201-482f-4a76-9994-774d7aefa749,f71c4ac7-d2ec-4246-aaf3-4cf098853eab,2024-11-28T05:49:34,ComScore,TDID_D3AEE70D3E964FF8,partner_8678,adv_finance_brand_001,cmp_bank_mortgage,ag_bank_mortgag_prospecting_video,cr_ag_bank_mortgag_prospecting_video_2,True,20,98,Video,MRC,1280x720,True,False,False,True,False,False,False
30ffac4d-00fb-42a5-addb-c37b7d45df8b,718a0a09-ef96-4aa7-ad6f-d2c258a2f12a,2024-11-21T12:39:48,Moat,TDID_996D72F38EB24795,partner_6028,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_retargeting_display,cr_ag_vacation_cru_retargeting_display_3,True,11,81,Display,MRC,300x250,False,False,False,False,False,False,False
5752bd48-a1b2-42a3-b460-6ce1fb27aa2e,c9f85b47-ab61-46af-a699-3b3b704b00ab,2024-12-05T18:46:38,IAS,TDID_E4C95E1813124094,partner_4199,adv_travel_brand_001,cmp_winter_getaway,ag_winter_getaw_prospecting_native,cr_ag_winter_getaw_prospecting_native_2,True,30,90,Display,MRC,600x600,False,False,False,False,False,False,False
78389152-fe57-4fe0-8508-ae2357bab4df,54c5711f-f0e8-498f-8294-908c7d0dfaec,2024-12-04T12:33:58,ComScore,TDID_61982AFCFE6F4C5E,partner_2740,adv_finance_brand_001,cmp_bank_savings,ag_bank_savings_retargeting_native,cr_ag_bank_savings_retargeting_native_1,False,0,19,Display,MRC,600x600,False,False,False,False,False,False,False
c96b3fc5-a33f-435a-9457-3bd693a85b24,450d5b79-07fa-448e-9bac-3c3107930356,2024-12-07T16:37:17,Moat,TDID_D3B01F75FF544F0C,partner_4804,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_performance_display,cr_ag_flight_holid_performance_display_1,True,2,86,Display,GroupM,300x600,False,False,False,False,False,False,False
35b7067b-c8d7-46f5-b9f5-30e8349442e0,db1e37d9-d5e2-4f14-b8df-3a8d66a5d4f0,2024-12-12T11:00:12,DoubleVerify,TDID_E20B078FC8DD4771,partner_6298,adv_tech_brand_001,cmp_tech_holiday_bundle,ag_tech_holiday_prospecting_display,cr_ag_tech_holiday_prospecting_display_1,False,0,4,Display,GroupM,300x250,False,False,False,False,False,False,False
17735067-3114-49fe-96c1-808793ecedbb,b96c78cd-1005-4b4e-a16f-5022fb5d5d2c,2024-12-14T04:57:59,Moat,TDID_1558F5021AE447C2,partner_8851,adv_ent_brand_002,cmp_game_launch,ag_game_launch_performance_display,cr_ag_game_launch_performance_display_2,True,24,58,Display,GroupM,728x90,False,False,False,False,False,False,False
7888b923-a6fe-4a1a-be4f-8782780344bb,9144f533-44ad-4ecf-a660-c91fd2da558d,2024-11-22T13:12:23,Moat,TDID_7F9452D0870A43AC,partner_2548,adv_travel_brand_001,cmp_winter_getaway,ag_winter_getaw_prospecting_native,cr_ag_winter_getaw_prospecting_native_1,False,0,28,Display,MRC,1200x628,False,False,False,False,False,False,False
b162d817-1678-4559-862a-13a094ce82f7,ed2f4404-0151-4a9a-8d38-c82aef584b72,2024-12-15T07:15:56,Moat,TDID_6A6A5C53490D4BA7,partner_9392,adv_auto_brand_002,cmp_speed_performance,ag_speed_perfor_performance_video,cr_ag_speed_perfor_performance_video_2,False,0,28,Video,MRC,1280x720,False,False,True,True,False,False,False
9281e838-51a7-4fce-9d08-0f0bdfd9a76b,d3fd6dc6-9438-4b9f-9e68-38b6b41a071e,2024-11-29T07:32:59,ComScore,TDID_D1C8CAFF9EDC4D33,partner_1282,adv_tech_brand_001,cmp_tech_holiday_bundle,ag_tech_holiday_prospecting_display,cr_ag_tech_holiday_prospecting_display_1,True,28,65,Display,GroupM,300x250,False,False,False,False,False,False,False
a186b4ff-81b1-4a48-b0b3-34100352ccc1,ae6431b3-f463-4ab9-9376-3f5fc5d9d60d,2024-12-12T21:05:08,Moat,TDID_088A95CA782E4829,partner_6457,adv_tech_brand_002,cmp_cloud_enterprise,ag_cloud_enterp_retargeting_native,cr_ag_cloud_enterp_retargeting_native_3,True,24,65,Display,MRC,1200x628,False,False,False,False,False,False,False
f90bb4d6-5d79-4a3b-8f7a-a8a552f34ede,b63dcbad-ad02-47eb-a166-9425e07fde94,2024-11-27T13:58:30,ComScore,TDID_983A99BA44AE42DF,partner_4620,adv_cpg_brand_001,cmp_fresh_holiday,ag_fresh_holida_prospecting_native,cr_ag_fresh_holida_prospecting_native_2,True,25,72,Display,MRC,1200x627,False,False,False,False,False,False,False
01e94153-be9e-4032-aff0-cfb7ca365957,c1678df4-4dd4-479c-a27a-404de9dafbc3,2024-11-17T10:33:07,ComScore,TDID_258BAD4C802F4E7D,partner_1509,adv_ent_brand_001,cmp_stream_holiday,ag_stream_holid_awareness_video,cr_ag_stream_holid_awareness_video_1,False,0,0,Video,MRC,640x360,False,False,True,False,False,False,False
6f632e34-ed7b-4bb4-889f-05ec435bed8a,2ca8b53e-9b67-4bf5-b9e9-078fe919acbb,2024-12-08T03:40:52,Moat,TDID_7359B39E222C4947,partner_8679,adv_tech_brand_002,cmp_cloud_enterprise,ag_cloud_enterp_retargeting_native,cr_ag_cloud_enterp_retargeting_native_1,False,0,27,Display,GroupM,1200x627,False,False,False,False,False,False,False
190e2f04-1ef6-405f-b440-0a2881e464ee,3f3469cb-6ab7-4e73-8532-a244860df1b5,2024-11-22T03:01:17,ComScore,TDID_4736ED1940454F21,partner_6528,adv_retail_brand_001,cmp_retail_clearance,ag_retail_clear_retargeting_display,cr_ag_retail_clear_retargeting_display_2,True,11,63,Display,MRC,970x250,False,False,False,False,False,False,False
94b8f4b8-770c-42ea-8805-5eb98bd4db4f,2b9f0818-ef8f-44db-84bb-ea6f6e6f148d,2024-11-27T06:41:58,ComScore,TDID_240FE4712CB24BCD,partner_8967,adv_finance_brand_003,cmp_credit_rewards,ag_credit_rewar_retargeting_display,cr_ag_credit_rewar_retargeting_display_2,True,14,54,Display,GroupM,160x600,False,False,False,False,False,False,False
80d57661-4ff7-4b62-aa7b-09a3ad702c49,0badaa70-9ef3-430f-883c-00b6f915a942,2024-12-08T01:10:30,Moat,TDID_1553DA6E51A04684,partner_3189,adv_ent_brand_001,cmp_stream_holiday,ag_stream_holid_awareness_video,cr_ag_stream_holid_awareness_video_1,False,0,32,Video,MRC,640x360,False,False,True,True,False,False,False
551c436b-a2e6-4f8f-a044-769f805be11a,44a7f7ee-0f03-48ed-af77-19aa9de6b16f,2024-11-18T15:15:11,DoubleVerify,TDID_1B2AB3F78BAE4E66,partner_9497,adv_ent_brand_001,cmp_stream_holiday,ag_stream_holid_awareness_video,cr_ag_stream_holid_awareness_video_1,True,13,97,Video,MRC,640x360,False,False,False,False,False,False,False
f297750f-0379-4a10-988a-807d9888793d,f62c4b68-cb23-44de-97c9-a945de01b1bc,2024-11-25T09:41:59,Moat,TDID_6B40F8A27C1D4E72,partner_7997,adv_tech_brand_002,cmp_cloud_enterprise,ag_cloud_enterp_retargeting_native,cr_ag_cloud_enterp_retargeting_native_2,False,0,37,Display,GroupM,600x600,False,False,False,False,False,False,False
7f1b7ac2-2feb-4bca-8a0d-f001e24feee7,c970f0f6-c2f0-454a-8ca7-bfa67e3f5d2d,2024-11-21T00:10:20,IAS,TDID_CFAED5AECCD54636,partner_5957,adv_retail_brand_001,cmp_retail_clearance,ag_retail_clear_retargeting_display,cr_ag_retail_clear_retargeting_display_1,True,3,57,Display,GroupM,300x250,False,False,False,False,False,False,False
bef99d74-5421-459a-8e9a-fe4353be5204,e2cc4404-e450-48c7-b05c-c7e459e1164d,2024-11-26T01:24:53,DoubleVerify,TDID_734C60B51B984577,partner_3865,adv_tech_brand_001,cmp_tech_product_launch,ag_tech_product_performance_video,cr_ag_tech_product_performance_video_2,True,25,72,Video,MRC,640x360,True,False,True,False,False,False,False
040d9c0b-109e-4f37-ade2-a9cbb750af37,51592f2a-3fce-428f-9021-f429d947db96,2024-11-26T12:42:58,ComScore,TDID_4A5255589F3D4088,partner_5185,adv_finance_brand_001,cmp_bank_mortgage,ag_bank_mortgag_prospecting_video,cr_ag_bank_mortgag_prospecting_video_2,True,4,61,Video,MRC,1280x720,True,True,False,False,False,False,False
68747638-31b1-4012-9d2e-1f58283ff504,1d139123-1e0a-44e6-bc77-d1ef717bd283,2024-12-10T00:41:56,ComScore,TDID_0AA602322AAE4B03,partner_7716,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_prospecting_display,cr_ag_vacation_cru_prospecting_display_4,False,0,26,Display,GroupM,728x90,False,False,False,False,False,False,False
dad5ca5d-a0eb-4f9d-820e-8822062cb981,69578003-0539-46f2-9a5e-d88579aae3bb,2024-12-14T12:33:18,DoubleVerify,TDID_5DA0DBDFB1674734,partner_8259,adv_health_brand_001,cmp_health_enrollment,ag_health_enrol_prospecting_video,cr_ag_health_enrol_prospecting_video_2,True,28,96,Video,GroupM,640x360,True,False,False,False,False,False,False
2b8baffb-ae31-4e11-a41e-dab530f70464,3bfb8c26-8b73-4a76-9850-df3f0d2ed05b,2024-11-22T08:26:26,DoubleVerify,TDID_C4A04A6F98D24148,partner_3057,adv_retail_brand_001,cmp_brand_awareness_q4,ag_brand_awaren_awareness_ctv,cr_ag_brand_awaren_awareness_ctv_1,False,0,1,Video,GroupM,1920x1080,False,False,True,True,False,False,False
a0f2c6e4-136b-4478-8778-5ca6a07f82a0,d494cf2f-2c1d-47d2-8862-7497198ab86f,2024-12-04T21:58:20,Moat,TDID_F9C57037BCF740F4,partner_5842,adv_retail_brand_001,cmp_brand_awareness_q4,ag_brand_awaren_retargeting_native,cr_ag_brand_awaren_retargeting_native_2,False,0,12,Display,MRC,600x600,False,False,False,False,False,False,False
619c8f6d-11c1-465a-9f9b-43986b5b57ba,1ae9346d-10c5-42ba-9c56-d4036f250fb5,2024-11-22T22:24:21,ComScore,TDID_40EF5932808B4C2E,partner_4353,adv_finance_brand_001,cmp_bank_savings,ag_bank_savings_performance_video,cr_ag_bank_savings_performance_video_3,True,15,53,Video,GroupM,640x360,True,True,True,False,False,False,False
63c9911c-4b2a-429d-8771-3a2f85443318,fb4367f3-18a0-4f2d-8994-cb6464a6d287,2024-12-04T11:24:47,ComScore,TDID_B04629BFD16344FF,partner_2116,adv_auto_brand_002,cmp_speed_performance,ag_speed_perfor_performance_video,cr_ag_speed_perfor_performance_video_1,True,10,82,Video,GroupM,1920x1080,True,True,True,True,False,False,False
cb27acfc-324c-43c6-ad2c-7dfec444cf56,eb2278a3-ab79-4161-9f5d-dc30ce6442a6,2024-11-22T11:34:52,IAS,TDID_6E87F2472F0A4EBB,partner_3706,adv_travel_brand_001,cmp_travel_newyear,ag_travel_newye_awareness_ctv,cr_ag_travel_newye_awareness_ctv_1,False,0,27,Video,MRC,1920x1080,False,False,True,True,False,False,False
9bc1b703-f0e2-4b73-adce-e12940e053df,3ae8b5b8-1188-44f8-89ad-8104b3ad8f9a,2024-11-18T05:11:38,DoubleVerify,TDID_9EF8050966974AE3,partner_9448,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_awareness_video,cr_ag_vacation_cru_awareness_video_2,True,10,95,Video,GroupM,1280x720,True,True,False,False,False,False,False
