ImpressionId,LogTimestamp,ProcessedTimestamp,TDID,UID2,PartnerId,AdvertiserId,CampaignId,AdGroupId,CreativeId,BidPriceCPM,WinningBidPriceCPM,MediaCostCPM,DataCostCPM,FeeCostCPM,TotalCostCPM,DeviceType,OS,OSVersion,Browser,BrowserVersion,Country,Region,Metro,SupplyVendor,Site,AppName,AdFormat,AdSize,Fold,DealId,AuctionType,Viewable,Frequency,RecencyMinutes,HourOfDay,DayOfWeek
e3f59c58-4c65-4738-8b54-17b1bb06faa2,2024-11-18T01:20:49,2024-11-18T01:21:36,TDID_1C237AAC0A87472F,UID2_5896b75425764b8f9656,partner_6952,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_prospecting_video,cr_ag_flight_holid_prospecting_video_1,15.32,14.45,12.28,0.48,0.06,12.82,SmartTV,Android,12.0,App,94.0,UK,,,SpotX,cnn.com,,Video,1280x720,Above,deal_94562,SecondPrice,True,10,530,1,0
e1d7fda1-bcc1-4872-8e60-c0bc1d8de850,2024-11-23T10:46:05,2024-11-23T10:46:49,TDID_73D11F529C744C35,UID2_060fbe1082d34a2abc39,partner_5089,adv_tech_brand_001,cmp_tech_holiday_bundle,ag_tech_holiday_performance_display,cr_ag_tech_holiday_performance_display_1,8.02,6.42,5.46,0.31,0.11,5.88,Tablet,macOS,11.0,Edge,113.0,DE,,,PubMatic,washingtonpost.com,,Display,970x250,Unknown,,FirstPrice,True,5,7311,10,5
eaeb257a-3c37-420b-9475-ec3b02171e70,2024-12-15T16:53:17,2024-12-15T16:53:36,TDID_2CEDFDD3C1DB43ED,UID2_f3cb7ef4a65945c78282,partner_2438,adv_auto_brand_001,cmp_auto_yearend_sale,ag_auto_yearend_prospecting_native,cr_ag_auto_yearend_prospecting_native_2,4.78,4.29,3.65,0.28,0.18,4.11,CTV,Roku,15.5,App,112.0,AU,,,Magnite,bbc.com,,Native,1200x628,Unknown,,SecondPrice,False,12,2852,16,6
b1938f2d-aaee-48cf-9a66-6eedbd871816,2024-12-03T13:10:07,2024-12-03T13:10:40,TDID_5D76ADCCEA1A435F,UID2_f6995bd112884a6b832f,partner_3126,adv_cpg_brand_001,cmp_fresh_holiday,ag_fresh_holida_performance_video,cr_ag_fresh_holida_performance_video_2,12.95,10.01,8.51,0.24,0.14,8.89,Desktop,Windows,11.1,Safari,99.0,CA,,,Amazon TAM,washingtonpost.com,,Video,640x360,Unknown,,SecondPrice,False,2,2053,13,1
57698a97-c302-4f6b-879a-0bb3b8aee7b3,2024-11-19T14:24:29,2024-11-19T14:24:58,TDID_0C52FEF2460D4742,UID2_5a84db3898f64b409815,partner_3114,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_retargeting_native,cr_ag_electra_test_retargeting_native_2,4.42,3.93,3.34,0.32,0.14,3.8,SmartTV,FireTV,16.8,App,119.0,DE,,,Google AdX,espn.com,,Native,600x600,Unknown,deal_31581,FirstPrice,True,12,3694,14,1
30f28412-2a13-4bc3-a0af-6880d14ec76a,2024-12-11T04:33:34,2024-12-11T04:34:32,TDID_0769DD4DA888475E,UID2_e800be64e65946dd9c5d,partner_9234,adv_travel_brand_001,cmp_winter_getaway,ag_winter_getaw_awareness_video,cr_ag_winter_getaw_awareness_video_1,16.95,13.44,11.42,0.15,0.1,11.67,Desktop,macOS,12.9,Safari,120.0,UK,,,PubMatic,weather.com,,Video,1920x1080,Unknown,,SecondPrice,False,10,674,4,2
c9c50d83-f724-43e1-9426-d6f32c9089b4,2024-11-17T09:03:26,2024-11-17T09:03:32,TDID_D665B46F693B440C,UID2_36159137dbc14a6e8f59,partner_7653,adv_cpg_brand_002,cmp_clean_newyear,ag_clean_newyea_performance_video,cr_ag_clean_newyea_performance_video_2,16.9,13.85,11.77,0.22,0.19,12.18,Mobile,Android,14.7,Safari,92.0,US,MI,Phoenix,Google AdX,weather.com,,Video,1920x1080,Below,,SecondPrice,True,10,2353,9,6
4b4960a9-b4a7-49ce-b961-73fbbcfaaedf,2024-12-01T12:01:49,2024-12-01T12:02:36,TDID_7ED81564435344B7,UID2_8e1cae3396274d17b0df,partner_8366,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_retargeting_native,cr_ag_electra_test_retargeting_native_1,6.62,5.17,4.39,0.14,0.09,4.62,CTV,Roku,13.2,App,93.0,UK,,,Google AdX,,Fox News App,Native,1200x627,Below,,SecondPrice,True,14,2616,12,6
4236223e-41a1-4145-9634-d0b3718fafb0,2024-12-01T21:29:24,2024-12-01T21:30:24,TDID_073DEE44B2FD4535,UID2_bd15f21cd54e44a8980a,partner_7442,adv_cpg_brand_001,cmp_fresh_holiday,ag_fresh_holida_retargeting_native,cr_ag_fresh_holida_retargeting_native_1,6.63,5.17,4.39,0.3,0.1,4.79,Tablet,Windows,17.3,Safari,96.0,FR,,,Xandr,,CNN App,Native,600x600,Above,,SecondPrice,True,1,1761,21,6
168042c5-3037-43fb-9bc6-c0b969748dcf,2024-11-22T12:02:42,2024-11-22T12:03:39,TDID_011C8E1E635D4676,UID2_d58e7f7f6b3b4e4ba381,partner_7329,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_retargeting_display,cr_ag_flight_holid_retargeting_display_2,4.22,2.61,2.22,0.32,0.1,2.64,Tablet,macOS,17.8,Firefox,98.0,UK,,,Magnite,,Weather Channel,Display,970x250,Above,,SecondPrice,True,6,2363,12,4
65325568-f46e-4aa6-86fd-65d9a9a1d6a8,2024-12-15T05:55:11,2024-12-15T05:55:44,TDID_C479DECFFAF74629,UID2_c7ff6e158f5544cdad2b,partner_9446,adv_auto_brand_001,cmp_new_model_launch,ag_new_model_la_retargeting_display,cr_ag_new_model_la_retargeting_display_4,5.16,3.34,2.84,0.23,0.12,3.19,SmartTV,tvOS,12.5,App,119.0,DE,,,Xandr,weather.com,,Display,320x50,Below,,SecondPrice,True,9,8351,5,6
18b38591-bd05-42a7-a17d-5cec15e302e7,2024-12-09T18:42:44,2024-12-09T18:43:30,TDID_2FFF8BC31CD240E3,UID2_f831d3f4404b4157be99,partner_1436,adv_finance_brand_001,cmp_bank_mortgage,ag_bank_mortgag_retargeting_display,cr_ag_bank_mortgag_retargeting_display_2,5.19,4.34,3.69,0.49,0.14,4.32,Tablet,macOS,17.4,Chrome,120.0,FR,,,OpenX,cnn.com,,Display,300x600,Unknown,,SecondPrice,True,11,3968,18,0
494bfecb-b324-4725-a658-34cad0cf8178,2024-12-13T19:05:32,2024-12-13T19:06:17,TDID_0BD9C0D567024B26,UID2_57088015897f452e8634,partner_8726,adv_retail_brand_001,cmp_brand_awareness_q4,ag_brand_awaren_awareness_ctv,cr_ag_brand_awaren_awareness_ctv_1,36.84,27.43,23.32,0.18,0.13,23.63,CTV,FireTV,10.2,App,106.0,US,FL,Los Angeles,OpenX,bbc.com,,CTV,1920x1080,Below,,SecondPrice,True,6,2837,19,4
bb0f3897-b2f9-4ff7-bd21-697877470d1e,2024-12-11T21:08:15,2024-12-11T21:08:37,TDID_96D6505140B240E4,UID2_89bad7715379457da909,partner_5876,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_performance_display,cr_ag_flight_holid_performance_display_1,5.79,3.97,3.37,0.32,0.08,3.77,Tablet,macOS,14.3,Edge,112.0,FR,,,SpotX,nbcnews.com,,Display,300x600,Below,,SecondPrice,True,10,8899,21,2
439fbdc7-7f1a-4344-896d-b06375a5c24a,2024-12-05T03:39:48,2024-12-05T03:40:41,TDID_D12DF0AA984B4721,UID2_00de3a2c5350406cb4bf,partner_8849,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_prospecting_display,cr_ag_vacation_cru_prospecting_display_1,4.67,3.97,3.37,0.24,0.12,3.73,Mobile,Android,13.3,Safari,116.0,UK,,,FreeWheel,,Fox News App,Display,970x250,Unknown,,FirstPrice,True,12,9614,3,3
42850935-353f-40e8-b37f-82bdb1c43e3b,2024-11-27T18:29:01,2024-11-27T18:29:05,TDID_1F239BC32B804DDF,UID2_f9b2c801e4034d00bf96,partner_3252,adv_auto_brand_002,cmp_speed_performance,ag_speed_perfor_prospecting_video,cr_ag_speed_perfor_prospecting_video_2,16.97,10.49,8.92,0.27,0.16,9.35,SmartTV,Roku,10.8,App,119.0,AU,,,PubMatic,,USA Today,Video,640x360,Unknown,,SecondPrice,True,4,4706,18,2
d6590f28-2546-4753-b2c1-2645f4f23dc8,2024-11-29T20:31:57,2024-11-29T20:32:39,TDID_35B5CFA299A14421,UID2_962984f6acf34ac4b7bd,partner_9116,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_retargeting_native,cr_ag_electra_test_retargeting_native_3,5.43,4.85,4.12,0.47,0.06,4.65,Mobile,iOS,12.4,Chrome,118.0,US,NY,San Jose,Google AdX,cnn.com,,Native,1200x628,Below,,FirstPrice,False,6,4662,20,4
14d25677-5534-4610-b24f-6a13e0ec7172,2024-12-12T08:59:26,2024-12-12T09:00:00,TDID_669C9ACD7A354D56,UID2_1a32d395241a4d08b382,partner_4050,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_prospecting_video,cr_ag_flight_holid_prospecting_video_3,14.44,9.23,7.85,0.16,0.12,8.13,Mobile,Android,10.5,Samsung Internet,115.0,DE,,,Index Exchange,,Guardian,Video,640x360,Unknown,,FirstPrice,True,11,6643,8,3
3f28d04c-5926-4f1f-89be-22409cbe1db2,2024-12-06T18:18:36,2024-12-06T18:19:09,TDID_D6830BCFDE544DDE,UID2_76b5d11ada614ba99879,partner_4858,adv_cpg_brand_002,cmp_clean_newyear,ag_clean_newyea_performance_video,cr_ag_clean_newyea_performance_video_2,13.67,8.87,7.54,0.23,0.09,7.86,Desktop,macOS,17.4,Chrome,120.0,UK,,,Xandr,,Fox News App,Video,1920x1080,Unknown,,FirstPrice,True,6,3871,18,4
f9228a8b-324b-432d-b32a-f7520bc8e4b6,2024-11-21T17:44:29,2024-11-21T17:44:59,TDID_F99A511D6C8E4124,UID2_ee76137f0e374ce0a4d2,partner_3188,adv_retail_brand_001,cmp_retail_clearance,ag_retail_clear_performance_display,cr_ag_retail_clear_performance_display_1,6.33,5.21,4.43,0.48,0.11,5.02,Mobile,Android,17.2,Samsung Internet,104.0,UK,,,Xandr,,USA Today,Display,300x250,Unknown,,SecondPrice,False,13,3578,17,3
c8168ed4-10ae-47ff-a1e9-519c99dbb1ea,2024-11-28T00:19:04,2024-11-28T00:19:48,TDID_681A2DDED2454E62,UID2_d9951f1d2d374d0a90bf,partner_9792,adv_ent_brand_002,cmp_game_launch,ag_game_launch_awareness_video,cr_ag_game_launch_awareness_video_1,8.73,6.96,5.92,0.12,0.13,6.17,Desktop,macOS,12.2,Firefox,100.0,FR,,,FreeWheel,washingtonpost.com,,Video,1280x720,Above,,SecondPrice,True,9,7298,0,3
411dfeb5-ad41-4c7f-b59f-e9acf95e1761,2024-11-18T16:49:12,2024-11-18T16:49:42,TDID_2C32EE7A58B040FC,UID2_af09a458c3b94695956b,partner_7487,adv_cpg_brand_001,cmp_fresh_holiday,ag_fresh_holida_prospecting_native,cr_ag_fresh_holida_prospecting_native_3,6.28,3.89,3.31,0.28,0.17,3.76,SmartTV,Android,14.0,App,113.0,CA,,,OpenX,theguardian.com,,Native,600x600,Above,deal_55158,FirstPrice,True,1,1130,16,0
6c8502d7-d465-42d4-9ac0-d315fd048010,2024-11-17T12:58:24,2024-11-17T12:58:43,TDID_6FC95D5E87CC4227,UID2_0dfb5ab8a12e4836b6d4,partner_2314,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_performance_display,cr_ag_flight_holid_performance_display_4,6.59,6.01,5.11,0.28,0.19,5.58,Mobile,iOS,12.5,App,93.0,DE,,,PubMatic,bbc.com,,Display,320x50,Below,,FirstPrice,False,13,372,12,6
67164ee0-ec99-4fa8-9ce4-fbf3010a6748,2024-12-08T11:26:18,2024-12-08T11:27:02,TDID_4C5DF4266BD7462F,UID2_08a06818814d4f36a5ae,partner_2848,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_performance_video,cr_ag_electra_test_performance_video_1,11.27,10.01,8.51,0.2,0.1,8.81,SmartTV,Android,10.6,App,109.0,AU,,,Google AdX,,NYT App,Video,1920x1080,Above,deal_87849,FirstPrice,True,11,797,11,6
5a992cb3-2810-4043-a7c2-710d3ecd3ad6,2024-11-18T03:32:21,2024-11-18T03:32:47,TDID_C4D87B23138047D4,UID2_0feb64184ed7492b8070,partner_6253,adv_auto_brand_002,cmp_speed_performance,ag_speed_perfor_prospecting_video,cr_ag_speed_perfor_prospecting_video_3,12.22,11.58,9.84,0.19,0.19,10.22,Mobile,iOS,13.4,Safari,118.0,DE,,,PubMatic,bbc.com,,Video,1280x720,Above,,SecondPrice,True,10,2869,3,0
5e2f9d60-a35c-4d99-831d-c96a3567bc0d,2024-12-06T17:43:28,2024-12-06T17:44:04,TDID_526474D82F164620,UID2_38fecef9ec6b44dc887f,partner_9813,adv_tech_brand_002,cmp_cloud_enterprise,ag_cloud_enterp_performance_display,cr_ag_cloud_enterp_performance_display_1,7.91,5.63,4.79,0.27,0.07,5.13,Desktop,macOS,17.3,Edge,117.0,DE,,,OpenX,foxnews.com,,Display,320x50,Unknown,deal_70689,FirstPrice,True,7,9130,17,4
2bb40c82-6b0e-4549-81f0-1f12eef5b838,2024-11-22T12:13:44,2024-11-22T12:14:09,TDID_39220807EDC843B6,UID2_f1ff0830e50a4049a2e2,partner_4120,adv_finance_brand_001,cmp_bank_mortgage,ag_bank_mortgag_retargeting_display,cr_ag_bank_mortgag_retargeting_display_1,6.15,5.68,4.83,0.44,0.06,5.33,Tablet,Windows,10.4,Firefox,102.0,CA,,,Google AdX,espn.com,,Display,320x50,Above,,FirstPrice,True,14,5455,12,4
fc08e3ee-8ec7-4224-bb04-8b38e9dfe140,2024-11-16T17:51:53,2024-11-16T17:52:07,TDID_203A76F58DA24BBC,UID2_2c4eb3521815490597a2,partner_5637,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_performance_video,cr_ag_electra_test_performance_video_2,12.37,10.47,8.9,0.26,0.09,9.25,Desktop,macOS,16.7,Safari,107.0,CA,,,Xandr,foxnews.com,,Video,640x360,Below,,SecondPrice,True,13,7692,17,5
32dab0a1-c4e7-48c4-ba92-08208b3d4d38,2024-12-01T13:05:54,2024-12-01T13:06:53,TDID_65DDDC688B194E91,UID2_4c312ff4b9e04271a8b4,partner_7841,adv_ent_brand_002,cmp_game_launch,ag_game_launch_prospecting_video,cr_ag_game_launch_prospecting_video_3,10.86,9.8,8.33,0.4,0.05,8.78,Tablet,macOS,14.2,Edge,96.0,CA,,,Xandr,nytimes.com,,Video,640x360,Below,,FirstPrice,True,11,5530,13,6
49496ae0-6d21-4fa3-8616-7b32f51d1483,2024-12-09T17:17:04,2024-12-09T17:17:51,TDID_F575F894E4B24764,UID2_321188661c79443ab949,partner_9882,adv_auto_brand_002,cmp_speed_performance,ag_speed_perfor_performance_video,cr_ag_speed_perfor_performance_video_2,11.14,9.78,8.31,0.17,0.16,8.64,CTV,Android,10.8,App,91.0,AU,,,Magnite,cnn.com,,Video,1280x720,Above,,FirstPrice,True,3,149,17,0
c78aa781-616a-4859-9113-e772f94470f9,2024-12-10T13:13:16,2024-12-10T13:13:46,TDID_CECBCE0C93D94D4C,UID2_0054c64cbf0b43248a90,partner_9777,adv_auto_brand_001,cmp_auto_yearend_sale,ag_auto_yearend_prospecting_native,cr_ag_auto_yearend_prospecting_native_3,4.38,3.44,2.92,0.26,0.05,3.23,Desktop,macOS,14.0,Edge,106.0,UK,,,Amazon TAM,weather.com,,Native,1200x627,Above,,FirstPrice,True,10,8625,13,1
8869ad28-a8b6-4c2c-87f9-14d08a2314c0,2024-12-03T04:57:12,2024-12-03T04:57:30,TDID_D2413975677745A5,UID2_c3326b90fab04d62a34c,partner_2320,adv_auto_brand_002,cmp_speed_performance,ag_speed_perfor_performance_video,cr_ag_speed_perfor_performance_video_1,13.61,9.32,7.92,0.38,0.09,8.39,Desktop,macOS,10.1,Edge,102.0,DE,,,Amazon TAM,usatoday.com,,Video,1920x1080,Unknown,,FirstPrice,False,2,8189,4,1
5b91c3c1-83c0-4d3e-9d97-d4a6028f8777,2024-12-07T01:32:27,2024-12-07T01:33:09,TDID_09E661706F0441CF,UID2_92055addd3d2403b8e96,partner_8790,adv_cpg_brand_002,cmp_clean_newyear,ag_clean_newyea_prospecting_native,cr_ag_clean_newyea_prospecting_native_1,10.08,9.29,7.9,0.19,0.19,8.28,SmartTV,tvOS,14.0,App,119.0,UK,,,Magnite,foxnews.com,,Native,1200x628,Unknown,,FirstPrice,True,14,5152,1,5
8320284d-454a-4898-9a3b-b8ed6b6d60f1,2024-11-26T01:21:23,2024-11-26T01:22:01,TDID_7D65BA63E05E4BE3,UID2_99b2dc165e8c45798ccb,partner_9856,adv_retail_brand_001,cmp_holiday_promo_2024,ag_holiday_prom_performance_display,cr_ag_holiday_prom_performance_display_3,4.11,3.28,2.79,0.33,0.18,3.3,CTV,tvOS,15.6,App,114.0,CA,,,PubMatic,espn.com,,Display,300x600,Unknown,,SecondPrice,True,7,3803,1,1
249b5746-b39e-4ab6-ad44-44c419117002,2024-11-19T16:34:02,2024-11-19T16:34:24,TDID_3F813DB4316D48E8,UID2_089011b6ba034d9d8d10,partner_4737,adv_cpg_brand_002,cmp_clean_newyear,ag_clean_newyea_retargeting_native,cr_ag_clean_newyea_retargeting_native_2,9.56,6.83,5.81,0.35,0.17,6.33,SmartTV,Android,15.8,App,120.0,FR,,,Amazon TAM,usatoday.com,,Native,1200x627,Above,,SecondPrice,True,10,4839,16,1
84b13553-a382-4cd9-9501-1959636983ef,2024-11-27T23:08:04,2024-11-27T23:08:50,TDID_6292A1FE8A8B4D57,UID2_f1d0c71a589049bdb735,partner_6896,adv_cpg_brand_001,cmp_fresh_holiday,ag_fresh_holida_performance_video,cr_ag_fresh_holida_performance_video_3,17.67,12.56,10.68,0.14,0.05,10.87,Mobile,Android,14.1,Chrome,94.0,US,NY,Phoenix,Magnite,weather.com,,Video,1280x720,Below,,SecondPrice,True,2,5798,23,2
e1ee4b05-57d7-42b5-bd17-81d187b6825d,2024-11-20T12:25:38,2024-11-20T12:26:17,TDID_4F7ECCB87AFE4CD3,UID2_d1948f7ef36744eb82b1,partner_4977,adv_finance_brand_003,cmp_credit_rewards,ag_credit_rewar_awareness_video,cr_ag_credit_rewar_awareness_video_2,12.23,9.0,7.65,0.13,0.19,7.97,Tablet,macOS,12.6,Chrome,95.0,FR,,,PubMatic,foxnews.com,,Video,640x360,Below,,FirstPrice,True,7,4521,12,2
eba25e54-b213-48cd-97f8-1ff208d88282,2024-11-30T13:14:11,2024-11-30T13:14:42,TDID_5FE7F90A7DA94A86,UID2_68e66701de75428d8b66,partner_7224,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_performance_video,cr_ag_vacation_cru_performance_video_2,11.84,7.67,6.52,0.1,0.11,6.73,Mobile,Android,15.7,Chrome,100.0,US,PA,Phoenix,Amazon TAM,theguardian.com,,Video,1920x1080,Above,,FirstPrice,True,3,6524,13,5
bdce9e7d-9e2a-412d-bb4d-056dfddde42c,2024-11-30T03:33:41,2024-11-30T03:34:29,TDID_6DEEDB499A1D4F2F,UID2_f8ac6018ace743cf813c,partner_4273,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_retargeting_native,cr_ag_electra_test_retargeting_native_2,5.11,3.57,3.03,0.41,0.1,3.54,CTV,Roku,12.8,App,90.0,AU,,,SpotX,nytimes.com,,Native,600x600,Below,,FirstPrice,False,13,6703,3,5
9ce0641c-d21f-45ca-8194-c1a55423b5a3,2024-12-10T05:43:48,2024-12-10T05:43:57,TDID_9A4939953B2E4719,UID2_12436f3207a64e2498fd,partner_8851,adv_health_brand_001,cmp_health_enrollment,ag_health_enrol_performance_video,cr_ag_health_enrol_performance_video_2,13.77,11.71,9.95,0.42,0.06,10.43,Tablet,Windows,16.8,Firefox,106.0,AU,,,Amazon TAM,bbc.com,,Video,640x360,Above,,SecondPrice,False,13,8796,5,1
095130e0-0cd4-43f4-9608-378e5297966e,2024-11-20T03:00:39,2024-11-20T03:00:46,TDID_AA29B54C6FE64A3B,UID2_4b29de3b47ee4bb292e3,partner_8052,adv_tech_brand_001,cmp_tech_product_launch,ag_tech_product_performance_video,cr_ag_tech_product_performance_video_1,13.21,10.91,9.27,0.36,0.2,9.83,Tablet,Windows,11.0,Chrome,93.0,CA,,,Index Exchange,nytimes.com,,Video,1920x1080,Unknown,,FirstPrice,True,7,7586,3,2
83637269-d000-46ea-86cc-bbae61cf6fe3,2024-12-14T13:45:24,2024-12-14T13:46:09,TDID_5734C43B667943CD,UID2_93a5644b64a84a65b724,partner_3321,adv_ent_brand_002,cmp_game_launch,ag_game_launch_awareness_video,cr_ag_game_launch_awareness_video_3,11.62,8.17,6.94,0.47,0.06,7.47,Mobile,Android,15.4,Safari,100.0,FR,,,SpotX,nytimes.com,,Video,640x360,Unknown,,SecondPrice,True,12,7412,13,5
9ece4a09-e194-479e-bda9-6451c8cfdf42,2024-11-19T06:15:48,2024-11-19T06:16:08,TDID_4A1A74EEE7794692,UID2_79cd51eb1a1042f0baf1,partner_7985,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_retargeting_native,cr_ag_electra_test_retargeting_native_2,7.21,6.19,5.26,0.31,0.13,5.7,Tablet,Windows,17.3,Safari,115.0,US,NY,Los Angeles,Amazon TAM,weather.com,,Native,600x600,Above,,SecondPrice,True,12,10061,6,1
582d6638-b04e-416d-9f76-173b197a8e31,2024-12-07T19:47:33,2024-12-07T19:48:11,TDID_775CE9F7AE3A4C63,UID2_a55c16dc228b41bf8f88,partner_2667,adv_auto_brand_001,cmp_new_model_launch,ag_new_model_la_retargeting_display,cr_ag_new_model_la_retargeting_display_4,8.02,5.39,4.58,0.4,0.17,5.15,CTV,tvOS,12.5,App,100.0,DE,,,OpenX,,WaPo App,Display,320x50,Above,,SecondPrice,True,11,5134,19,5
